OrderID,RetuenClean
96175,Damaged
88753,Changed Mind
14492,Changed Mind
146031,Wrong Item
125334,Damaged
115147,Late Delivery
119825,Late Delivery
108537,Wrong Item
44405,Damaged
71578,
17097,Wrong Item
110799,Damaged
77639,Late Delivery
90107,Changed Mind
98937,Wrong Item
64716,Wrong Item
70783,
70106,Changed Mind
82708,Wrong Item
145275,
130554,Late Delivery
58029,Wrong Item
132670,
40157,Late Delivery
41647,Damaged
60342,
55915,Damaged
7498,Late Delivery
145943,
19160,Wrong Item
91309,
48782,Wrong Item
26753,Changed Mind
22362,Changed Mind
18943,Wrong Item
136955,Wrong Item
4122,Late Delivery
93897,Changed Mind
106244,Changed Mind
122306,
128524,Wrong Item
30078,Damaged
69798,Late Delivery
115345,Damaged
35834,Damaged
119412,Changed Mind
74688,Damaged
147887,Wrong Item
117243,
13954,Damaged
33900,Changed Mind
110930,Late Delivery
82209,Late Delivery
10931,Wrong Item
134891,Wrong Item
53278,Changed Mind
100967,
31694,Damaged
100927,
109029,Late Delivery
73072,Late Delivery
98269,Changed Mind
72322,
80193,Wrong Item
91890,Late Delivery
94585,
45763,Wrong Item
57210,Late Delivery
21174,
2335,Wrong Item
98812,Wrong Item
33528,Changed Mind
141391,
76758,Changed Mind
65111,Late Delivery
47872,Damaged
42176,Damaged
119609,Changed Mind
148331,Wrong Item
27578,Late Delivery
34401,
95534,Wrong Item
146618,Late Delivery
147266,Wrong Item
80635,Damaged
33283,Damaged
98932,
10276,Damaged
120373,Wrong Item
113498,Changed Mind
39119,
70635,Late Delivery
92532,Damaged
75180,Late Delivery
21783,Late Delivery
56755,Late Delivery
23672,
59292,Wrong Item
94784,
53883,
6365,Damaged
121382,Late Delivery
109639,Changed Mind
4585,Late Delivery
118963,Late Delivery
110608,Damaged
44889,Wrong Item
127529,
90102,Changed Mind
122117,
46452,Changed Mind
103993,Changed Mind
62782,Wrong Item
66403,Late Delivery
32044,Changed Mind
82492,Wrong Item
83704,
29839,
23707,
117047,Damaged
106351,Damaged
109212,Late Delivery
60627,Damaged
148576,
55019,Changed Mind
52031,
45285,Late Delivery
7908,Late Delivery
80540,Late Delivery
26882,Changed Mind
26606,Damaged
41503,
46434,Late Delivery
149879,Damaged
98328,Wrong Item
76733,
131167,Late Delivery
16090,Wrong Item
123498,Wrong Item
60806,
146604,Late Delivery
144530,
61890,Damaged
62188,Late Delivery
137271,Damaged
28455,
130001,Changed Mind
63509,Wrong Item
128709,Late Delivery
115845,Changed Mind
62243,Changed Mind
143913,Wrong Item
93273,Changed Mind
51292,Wrong Item
111979,Changed Mind
87493,Damaged
77518,Late Delivery
64387,
117127,Changed Mind
104176,Damaged
103225,Changed Mind
62954,Damaged
13669,
103517,Damaged
133431,Damaged
129097,Late Delivery
13088,Damaged
40592,Wrong Item
34963,Wrong Item
28968,Late Delivery
30870,
41185,
67614,Late Delivery
33632,Wrong Item
128697,Wrong Item
51437,
89808,Wrong Item
144453,Damaged
65683,Late Delivery
41468,Late Delivery
41486,Late Delivery
54146,
9864,
101088,Changed Mind
42014,
72345,Damaged
67491,Damaged
135906,
16209,Wrong Item
113060,Wrong Item
35064,Wrong Item
127091,Wrong Item
132337,Wrong Item
95088,
102779,
89296,Changed Mind
105374,Changed Mind
64830,Damaged
36881,Damaged
62587,Late Delivery
17371,
70942,Wrong Item
88874,Late Delivery
134978,Late Delivery
51589,Late Delivery
117032,Damaged
102462,
88813,
71450,
94328,
81698,Changed Mind
40833,Late Delivery
107864,
109575,Changed Mind
118068,Damaged
18356,Late Delivery
132069,Wrong Item
79616,Changed Mind
1696,Damaged
22714,Wrong Item
56976,Damaged
85710,
119401,
130634,Late Delivery
116032,Damaged
96004,Damaged
115182,Wrong Item
75603,Late Delivery
101385,Damaged
3703,Damaged
100279,Damaged
33585,Wrong Item
109180,Wrong Item
116796,Damaged
8858,Wrong Item
106420,
43935,Damaged
148731,Changed Mind
146406,Late Delivery
94871,Late Delivery
3611,Wrong Item
20452,
18824,Changed Mind
68419,Late Delivery
74491,Wrong Item
4108,Wrong Item
106812,Changed Mind
71587,
149523,Late Delivery
13179,Changed Mind
143726,Damaged
51626,
105391,
147835,Changed Mind
78361,Late Delivery
11606,
130041,Changed Mind
55568,Late Delivery
127489,Wrong Item
63786,Wrong Item
60424,Changed Mind
97477,
10896,Damaged
53452,Late Delivery
105157,Late Delivery
98815,Late Delivery
124819,Late Delivery
110301,Changed Mind
106830,
10793,
56746,Wrong Item
129131,
57524,
90256,Wrong Item
43946,Late Delivery
79955,Changed Mind
144056,Late Delivery
143990,
26355,Changed Mind
26147,Damaged
121023,Late Delivery
23987,Late Delivery
143712,Damaged
81219,Late Delivery
59052,Late Delivery
7672,Late Delivery
117902,Wrong Item
44459,Changed Mind
77943,Changed Mind
90961,Damaged
81111,Wrong Item
126237,Wrong Item
130350,
142301,
97877,Wrong Item
25914,Damaged
88127,Wrong Item
114923,Damaged
72629,Damaged
59479,
41886,Damaged
39534,Wrong Item
15019,Late Delivery
78263,Late Delivery
83828,Damaged
37797,Damaged
116960,
101248,Damaged
124287,Damaged
136016,Damaged
49236,Changed Mind
132678,Changed Mind
54485,
35474,Late Delivery
139357,Late Delivery
86548,Wrong Item
3816,
31313,
22192,Wrong Item
21645,
55485,Changed Mind
89370,Wrong Item
106766,Wrong Item
16080,Late Delivery
17985,Wrong Item
134880,
20214,Wrong Item
73703,
115306,Late Delivery
66704,Late Delivery
72393,Damaged
134559,Wrong Item
125323,
77428,Wrong Item
27689,Late Delivery
142692,Damaged
13876,Changed Mind
38965,Late Delivery
59207,Damaged
111250,Changed Mind
139525,Wrong Item
90730,
123381,Late Delivery
62382,Changed Mind
133895,
32960,Damaged
68423,Changed Mind
76970,Damaged
144797,Changed Mind
40830,Damaged
105586,Wrong Item
135218,Damaged
119680,Late Delivery
4050,Changed Mind
11582,
21100,
3040,Wrong Item
86286,Damaged
134975,Changed Mind
98240,Changed Mind
142396,Changed Mind
135397,Late Delivery
24201,Changed Mind
66413,Late Delivery
116123,
55577,Late Delivery
84067,Damaged
66532,
46675,
95344,Late Delivery
85715,Damaged
26608,Wrong Item
76155,Wrong Item
42628,
102383,
90220,Damaged
146218,Changed Mind
75164,Wrong Item
135793,Damaged
32991,
6791,Wrong Item
75375,Changed Mind
117257,
8222,Damaged
39468,Late Delivery
44913,Late Delivery
48770,Changed Mind
101631,Wrong Item
61412,Damaged
109078,Changed Mind
66416,Late Delivery
104520,
141526,Changed Mind
16396,Wrong Item
19017,Damaged
41487,
79019,Late Delivery
78260,Wrong Item
33982,
71623,
47612,Late Delivery
139942,Damaged
13754,
93270,Wrong Item
92855,Late Delivery
96310,Damaged
145773,Late Delivery
34023,Late Delivery
3396,Changed Mind
120345,
36340,Changed Mind
86160,Changed Mind
128544,Changed Mind
67670,Wrong Item
138487,Late Delivery
26235,
105220,
45998,Wrong Item
15974,Damaged
66478,Damaged
136279,
74800,Changed Mind
145059,Changed Mind
117315,Changed Mind
69673,Damaged
56160,Damaged
78755,Damaged
146299,Late Delivery
109082,Wrong Item
50300,
111759,
144191,Changed Mind
20862,Late Delivery
75077,Damaged
124077,
7063,Changed Mind
99095,Wrong Item
69303,Changed Mind
63890,Changed Mind
52372,Late Delivery
105155,Wrong Item
134742,Late Delivery
55659,Changed Mind
46655,Late Delivery
24743,Late Delivery
55176,Wrong Item
37392,
16355,Changed Mind
28611,Wrong Item
107106,
116684,
124921,Wrong Item
61635,
48727,Damaged
66203,Damaged
119312,Wrong Item
100008,Late Delivery
7279,Wrong Item
111322,Late Delivery
130244,Damaged
118440,Damaged
110730,
56172,Wrong Item
89473,Changed Mind
58511,
91958,Damaged
11844,Wrong Item
125498,Damaged
23162,Late Delivery
105279,Damaged
96490,
21973,Wrong Item
119253,Damaged
142791,Damaged
97897,Wrong Item
24224,Changed Mind
62542,Late Delivery
77913,
145621,Damaged
88694,Changed Mind
105539,Wrong Item
63522,Damaged
11627,Damaged
16467,
71561,Wrong Item
45138,Changed Mind
112695,Changed Mind
86511,Damaged
132977,Late Delivery
69466,Wrong Item
16025,
33735,Wrong Item
136553,Changed Mind
105782,Late Delivery
109390,Late Delivery
37690,Late Delivery
59196,Damaged
414,Changed Mind
67679,Wrong Item
7263,Damaged
44647,Late Delivery
28926,Damaged
89536,Damaged
36081,Damaged
41577,Late Delivery
86767,
42966,Changed Mind
30665,Damaged
24461,
92804,Late Delivery
888,Wrong Item
78034,Late Delivery
46337,
106409,Damaged
21459,Changed Mind
23246,Late Delivery
117162,Late Delivery
145749,
57983,Changed Mind
34239,Late Delivery
67661,Changed Mind
37815,Wrong Item
137150,Wrong Item
86597,Damaged
7142,Changed Mind
3803,Late Delivery
20904,
95434,Late Delivery
126534,Late Delivery
132327,Wrong Item
42984,Changed Mind
14508,Wrong Item
88635,
75745,Late Delivery
95201,Late Delivery
92253,Damaged
32475,Wrong Item
23515,Changed Mind
91832,Late Delivery
2524,Changed Mind
52878,Changed Mind
3317,Damaged
38528,Damaged
46141,Damaged
20757,Changed Mind
127949,
26068,Wrong Item
47916,Damaged
107984,Changed Mind
104559,Damaged
85232,Changed Mind
127683,Wrong Item
86911,Late Delivery
138139,Late Delivery
4639,Changed Mind
43994,Wrong Item
62720,Changed Mind
79447,
141983,Changed Mind
103613,Damaged
68458,Changed Mind
7649,Changed Mind
109041,Wrong Item
62978,Changed Mind
124157,Damaged
45057,
135324,Wrong Item
2824,Wrong Item
26486,Changed Mind
85003,Late Delivery
142183,Damaged
83725,Changed Mind
112160,Changed Mind
114402,
31022,Late Delivery
16630,
125824,Changed Mind
41690,Changed Mind
37566,Changed Mind
23248,Changed Mind
107781,Damaged
137586,Wrong Item
144744,Late Delivery
31456,Damaged
82671,
70451,Late Delivery
14706,Late Delivery
62796,
12013,Changed Mind
104358,Damaged
65426,Damaged
100377,Changed Mind
114283,Damaged
88537,Damaged
109852,Damaged
147237,Wrong Item
54898,Changed Mind
29010,Wrong Item
56705,Damaged
98415,Damaged
94117,Changed Mind
56549,Changed Mind
18949,Changed Mind
87699,Changed Mind
107452,Wrong Item
63986,Late Delivery
123231,Late Delivery
95038,Wrong Item
126578,Wrong Item
19881,Changed Mind
32937,Damaged
90279,Changed Mind
60396,Wrong Item
91875,Wrong Item
138821,Changed Mind
104217,
148775,Changed Mind
137292,
129592,Damaged
112600,Changed Mind
65648,Wrong Item
33287,Late Delivery
55064,Late Delivery
5546,Late Delivery
82195,Changed Mind
1489,Wrong Item
130551,Late Delivery
11936,Changed Mind
130824,Damaged
18830,Late Delivery
5538,Late Delivery
21185,Wrong Item
24748,Wrong Item
11770,Wrong Item
68942,Wrong Item
125656,Changed Mind
42533,
112517,Changed Mind
101023,Changed Mind
139639,
137373,Wrong Item
135981,Late Delivery
80713,Changed Mind
113558,
107655,Damaged
141059,Late Delivery
17151,Wrong Item
123848,Late Delivery
120273,
2219,Changed Mind
97287,Damaged
126110,Damaged
97775,Damaged
124390,Late Delivery
60914,Changed Mind
94573,
64970,Late Delivery
52322,
147249,Changed Mind
108629,Damaged
128635,Wrong Item
108358,Damaged
132159,Late Delivery
121092,Late Delivery
3412,Late Delivery
31616,Changed Mind
23199,Changed Mind
36733,Damaged
101135,Damaged
100511,Wrong Item
70355,Damaged
103559,Changed Mind
62827,Damaged
12805,Late Delivery
97301,Changed Mind
112653,
3087,Damaged
86629,Late Delivery
47101,Damaged
26224,Damaged
81877,
61180,Wrong Item
112327,Changed Mind
64878,
110849,Damaged
86252,Late Delivery
141332,Late Delivery
74121,Wrong Item
53406,Changed Mind
120340,Changed Mind
94991,
52496,Changed Mind
104842,Damaged
68711,
68967,Late Delivery
63877,Damaged
33485,Damaged
117460,Changed Mind
823,Damaged
147709,
109997,Wrong Item
108636,
64792,Late Delivery
117410,Damaged
86968,Wrong Item
53078,Wrong Item
36213,Wrong Item
34858,Late Delivery
109604,Damaged
92106,Damaged
64593,
107568,Wrong Item
148528,Wrong Item
149048,
26100,Damaged
64618,Late Delivery
70271,Late Delivery
113965,Wrong Item
20241,Wrong Item
71579,Changed Mind
138698,
31764,
97297,Changed Mind
37247,Damaged
126374,Damaged
138997,
83636,Wrong Item
125713,Wrong Item
50114,Late Delivery
90450,Wrong Item
18755,Wrong Item
72855,Changed Mind
54744,Damaged
104435,Changed Mind
54882,Damaged
141534,Late Delivery
77745,Changed Mind
23812,Changed Mind
111293,Late Delivery
129206,Changed Mind
54755,
37153,Wrong Item
108707,Wrong Item
141146,
33261,Wrong Item
74863,
32761,Wrong Item
5334,Wrong Item
95750,Changed Mind
93598,Wrong Item
144354,
139180,Damaged
78702,
9470,Wrong Item
146758,Damaged
51692,Changed Mind
83159,Wrong Item
88158,
86239,Late Delivery
64908,Damaged
132140,
92104,
31587,Damaged
138436,Changed Mind
135645,Late Delivery
60075,Late Delivery
40431,Late Delivery
39576,
104380,Damaged
91319,Wrong Item
140537,Changed Mind
91406,
124874,Late Delivery
11927,Wrong Item
72596,Damaged
40422,Late Delivery
50006,Late Delivery
2071,Damaged
45812,Late Delivery
29215,Changed Mind
81226,Changed Mind
23949,
24142,Late Delivery
40834,Late Delivery
57835,Damaged
54743,
10488,
56615,Wrong Item
59057,Changed Mind
51985,
69201,Changed Mind
95910,
146946,Late Delivery
6995,Changed Mind
34363,Late Delivery
125019,
84170,Wrong Item
107431,
131885,Wrong Item
87136,Wrong Item
120526,Late Delivery
147125,
58842,Late Delivery
18457,Wrong Item
57165,Damaged
36047,Late Delivery
137550,
134272,Damaged
40469,Changed Mind
106065,Wrong Item
9246,
8532,Wrong Item
37472,
24141,Changed Mind
40286,Wrong Item
4132,Changed Mind
50418,Changed Mind
5728,
120840,Late Delivery
122894,Wrong Item
100888,Changed Mind
97404,Late Delivery
142713,Late Delivery
130053,Wrong Item
59801,Damaged
57071,Late Delivery
141850,
3258,Damaged
147208,Changed Mind
136887,Damaged
45947,Changed Mind
89818,Damaged
113109,Late Delivery
12245,Late Delivery
46132,Wrong Item
1432,Changed Mind
114143,Late Delivery
143809,Late Delivery
90868,
96930,Wrong Item
99838,Wrong Item
38724,
48328,Wrong Item
38828,
23495,Late Delivery
124698,Changed Mind
41934,
47598,Damaged
119314,Late Delivery
34515,Late Delivery
149038,Late Delivery
54026,
142174,Damaged
14132,Changed Mind
105161,Damaged
26611,Damaged
102883,Damaged
118832,
71776,
55078,
119376,
133062,Damaged
104535,
63242,Wrong Item
41177,Changed Mind
79667,Damaged
64660,Late Delivery
50667,Late Delivery
89388,Changed Mind
1724,Wrong Item
110746,Changed Mind
14952,Late Delivery
112273,Changed Mind
65666,Wrong Item
125538,
36127,Late Delivery
118500,Late Delivery
142525,
69667,Late Delivery
105405,Wrong Item
1898,Wrong Item
137939,Changed Mind
141875,Late Delivery
105299,Late Delivery
122004,Changed Mind
56610,Wrong Item
8842,
78546,Changed Mind
102131,
135997,Wrong Item
103715,Changed Mind
124885,Damaged
95496,Damaged
111169,Changed Mind
75308,Damaged
39888,Wrong Item
41092,
148153,Late Delivery
20502,Changed Mind
68819,Changed Mind
30811,Late Delivery
38273,Damaged
115587,Changed Mind
38442,Damaged
97396,Wrong Item
109906,Wrong Item
30520,Wrong Item
78940,Damaged
132686,
43284,Late Delivery
106762,Changed Mind
145985,
23017,Late Delivery
32512,Damaged
143101,Changed Mind
34034,Changed Mind
13617,Changed Mind
87691,Changed Mind
37402,Late Delivery
114845,Wrong Item
76697,Damaged
42714,Late Delivery
9241,
144893,
101793,Changed Mind
11547,Damaged
89786,Damaged
108964,Wrong Item
97580,Late Delivery
8440,Changed Mind
20577,Late Delivery
82054,Wrong Item
100582,Changed Mind
89422,Wrong Item
56087,Damaged
56248,
125165,Late Delivery
117686,Wrong Item
21505,Damaged
125391,Late Delivery
49148,Changed Mind
109713,
89069,Wrong Item
110809,Wrong Item
49171,Damaged
58894,Wrong Item
85022,Damaged
55673,
105542,Wrong Item
98475,Wrong Item
94440,Late Delivery
20735,Changed Mind
148259,Late Delivery
42689,Damaged
97553,Late Delivery
71802,Wrong Item
19155,Wrong Item
123586,Late Delivery
77710,Damaged
129489,Wrong Item
75952,Changed Mind
97409,Damaged
60988,
12096,Late Delivery
73486,
21512,Late Delivery
83230,
3158,Late Delivery
77689,Changed Mind
40464,Changed Mind
10373,
65541,Changed Mind
26640,Changed Mind
118350,
84750,Wrong Item
81339,
125526,Damaged
48704,Wrong Item
66891,Changed Mind
119075,Late Delivery
12065,Late Delivery
89364,Late Delivery
94623,Damaged
62702,
94180,Wrong Item
3437,Wrong Item
107394,Wrong Item
136968,Changed Mind
101302,Late Delivery
105968,Late Delivery
47421,Changed Mind
13599,Changed Mind
89399,Changed Mind
39822,
129434,
123583,
135314,Late Delivery
101189,Late Delivery
119844,Wrong Item
19384,
30914,Late Delivery
100561,Late Delivery
62591,Damaged
54368,Changed Mind
4211,
114860,
105951,Damaged
130786,Wrong Item
54276,Changed Mind
86483,
80154,Changed Mind
72243,Damaged
42191,Late Delivery
76487,Changed Mind
15182,Wrong Item
121812,Changed Mind
50836,
71789,Damaged
99486,Damaged
68314,Late Delivery
140011,Changed Mind
124227,
58232,Changed Mind
56328,Wrong Item
149610,Damaged
115792,Wrong Item
63827,Late Delivery
48418,Late Delivery
137234,Late Delivery
128874,Damaged
118506,Damaged
6396,Late Delivery
117904,
91536,
22252,Changed Mind
120518,
83035,Changed Mind
69585,Damaged
143140,Late Delivery
146268,Changed Mind
91312,Late Delivery
60697,Late Delivery
130433,
105378,Damaged
100734,Wrong Item
136155,Damaged
48140,Changed Mind
41450,Damaged
8904,Changed Mind
35284,
22556,Damaged
131611,Wrong Item
112350,Late Delivery
20972,
1112,
95107,
94826,Changed Mind
54039,
123062,Wrong Item
83234,
86839,
11206,
144825,Changed Mind
133729,Late Delivery
112942,
138961,
84610,
65286,
107445,Wrong Item
110490,Late Delivery
24706,Late Delivery
119880,Damaged
82215,
9707,Changed Mind
145941,Late Delivery
144840,Wrong Item
38935,Wrong Item
121647,Changed Mind
21961,Late Delivery
89013,Wrong Item
114915,
74162,Changed Mind
82288,Damaged
143230,Damaged
70511,Wrong Item
53317,Damaged
120459,Damaged
110694,Changed Mind
47028,Damaged
95679,Late Delivery
61946,Changed Mind
34909,
133438,Late Delivery
66067,Changed Mind
109250,Wrong Item
148744,Changed Mind
98667,Late Delivery
2001,Damaged
103042,Wrong Item
94657,Late Delivery
28983,Late Delivery
63148,Late Delivery
52081,Damaged
104396,
66682,
65415,
18818,Changed Mind
66944,Changed Mind
60195,Late Delivery
69280,
80138,
106496,Changed Mind
83665,
63848,Wrong Item
12845,Damaged
122948,Wrong Item
51615,Damaged
61321,Wrong Item
31971,
91346,Damaged
20602,Wrong Item
1268,Damaged
37848,Wrong Item
30049,
108564,Damaged
16649,Late Delivery
141020,Late Delivery
124508,
43687,Wrong Item
105228,Late Delivery
142724,Changed Mind
104967,Wrong Item
136907,Wrong Item
14503,Changed Mind
45854,Late Delivery
130002,Damaged
63101,Wrong Item
77419,Wrong Item
103708,Late Delivery
38483,Late Delivery
133064,Late Delivery
6085,Wrong Item
69025,Damaged
120775,Late Delivery
85910,Late Delivery
20645,Late Delivery
54637,Damaged
129876,Damaged
87627,Changed Mind
3532,Damaged
140221,Changed Mind
125583,
111576,Changed Mind
9467,Wrong Item
53110,Damaged
53628,Changed Mind
31330,
117935,Damaged
120983,Wrong Item
40361,Damaged
101391,Changed Mind
108486,Damaged
101017,Late Delivery
33417,Late Delivery
42600,
142073,Damaged
149171,Wrong Item
18145,
69957,Late Delivery
119154,Damaged
104425,Late Delivery
9753,Late Delivery
57819,Late Delivery
97983,Late Delivery
94793,Wrong Item
80428,Late Delivery
67236,Late Delivery
75816,Wrong Item
70489,Changed Mind
146456,
147737,
73380,
92905,Wrong Item
54528,Wrong Item
12394,
98180,Late Delivery
2083,Wrong Item
50120,Late Delivery
52488,Late Delivery
50826,Wrong Item
29141,Damaged
27714,
60251,Late Delivery
145120,Wrong Item
101661,Damaged
129950,Late Delivery
20203,Wrong Item
115462,Changed Mind
1167,Changed Mind
88220,Wrong Item
88825,
134515,Late Delivery
130528,
91404,Late Delivery
45789,Wrong Item
115437,
97804,
17127,Changed Mind
101283,Late Delivery
41568,
32619,Late Delivery
67457,Wrong Item
12444,Damaged
112801,Late Delivery
75895,
106497,
67970,Wrong Item
36197,Wrong Item
24727,Late Delivery
82805,Changed Mind
149671,
138292,Changed Mind
23759,Damaged
43037,Damaged
53834,Late Delivery
57325,Late Delivery
106587,
79060,Late Delivery
36003,Damaged
62363,Changed Mind
23009,Wrong Item
109991,
91505,Changed Mind
135615,Late Delivery
6328,Changed Mind
53492,Wrong Item
127256,Wrong Item
86473,Changed Mind
140042,Damaged
53969,Damaged
91483,Damaged
121022,
42362,Late Delivery
125954,
137932,Late Delivery
129010,Wrong Item
105979,
103880,Changed Mind
24528,
104585,
136998,
108850,Late Delivery
122304,Late Delivery
104995,Changed Mind
96074,
14223,Changed Mind
146929,Wrong Item
137680,
78997,
58094,Changed Mind
134302,
141230,
89729,Changed Mind
23901,Damaged
53757,
17752,Changed Mind
11228,
87366,Damaged
105724,Wrong Item
27828,Late Delivery
107185,Late Delivery
55481,Damaged
123115,Changed Mind
124844,Damaged
24115,Wrong Item
31248,Changed Mind
111820,
24932,Wrong Item
100030,Damaged
10208,Damaged
63339,Wrong Item
39664,Changed Mind
70417,Changed Mind
83564,Changed Mind
110686,
101884,
15072,Late Delivery
39685,Wrong Item
37370,Late Delivery
91820,Late Delivery
2188,Wrong Item
49153,Late Delivery
146582,Changed Mind
145233,Wrong Item
88663,Wrong Item
38338,Wrong Item
73375,Wrong Item
30988,Late Delivery
27685,Late Delivery
56487,
143643,Wrong Item
47251,Damaged
82367,Changed Mind
139727,Changed Mind
72351,Changed Mind
28026,Wrong Item
17665,
92148,Changed Mind
121328,Changed Mind
33986,Wrong Item
108447,Changed Mind
91181,Late Delivery
84420,Late Delivery
108602,Changed Mind
40358,
41945,Wrong Item
67018,Changed Mind
43045,Damaged
144493,Late Delivery
12799,
133968,Changed Mind
138922,
37024,Changed Mind
92725,Wrong Item
40184,
39291,Changed Mind
60217,Changed Mind
71647,Damaged
79764,Late Delivery
55617,Late Delivery
143144,Late Delivery
149361,Wrong Item
125762,Damaged
121611,
51014,Wrong Item
23958,Late Delivery
124772,Damaged
80354,Changed Mind
45362,Changed Mind
109534,Damaged
21995,Damaged
54783,Changed Mind
40231,Wrong Item
119364,Wrong Item
74628,Wrong Item
59142,Changed Mind
53575,
115453,Wrong Item
127164,Wrong Item
121415,
89524,Late Delivery
108522,Wrong Item
42318,Wrong Item
119973,Wrong Item
134329,Changed Mind
110205,
63978,Damaged
118021,
103138,
143535,
75127,Late Delivery
116984,Changed Mind
93072,
47563,Late Delivery
133452,Damaged
131276,Changed Mind
135205,Damaged
76484,Changed Mind
70460,Wrong Item
105120,
94482,Late Delivery
50625,Wrong Item
85659,
3585,Wrong Item
50542,Damaged
34282,Changed Mind
22462,Changed Mind
75914,Late Delivery
143158,Damaged
104570,
61348,Changed Mind
67884,Late Delivery
33757,Wrong Item
67263,Wrong Item
98019,
14262,Late Delivery
128834,Damaged
116874,Damaged
90389,Damaged
90230,Late Delivery
86181,Damaged
19649,Late Delivery
141605,Wrong Item
68046,Late Delivery
111855,Damaged
61745,Wrong Item
113813,
147682,
100237,Changed Mind
81857,Damaged
104051,Damaged
62359,Late Delivery
141792,Late Delivery
104560,Damaged
64130,Damaged
132444,
96416,
138762,Wrong Item
2054,Late Delivery
115266,Damaged
34345,Late Delivery
25020,
79452,
4623,Damaged
148403,Changed Mind
81068,Late Delivery
56962,Late Delivery
127441,Changed Mind
130669,Wrong Item
84289,Late Delivery
20460,Changed Mind
79826,Late Delivery
133647,Wrong Item
18631,
76423,Wrong Item
125262,Late Delivery
102810,Late Delivery
55887,Late Delivery
110117,Wrong Item
59942,
130246,Changed Mind
122202,Wrong Item
27014,Late Delivery
119278,
25164,
40807,
113680,Wrong Item
103546,Wrong Item
2439,Damaged
133250,Late Delivery
35210,Wrong Item
121043,Wrong Item
117064,Changed Mind
127119,Wrong Item
127114,Changed Mind
63052,Damaged
49712,Late Delivery
122131,
39911,Wrong Item
52389,Changed Mind
54044,Damaged
114296,Late Delivery
122945,Damaged
28780,Changed Mind
12780,Late Delivery
119925,Wrong Item
119920,
34074,
131314,Wrong Item
47611,Changed Mind
50415,Damaged
35747,
86739,
139559,Wrong Item
76945,Damaged
114193,Late Delivery
60383,Wrong Item
102227,Damaged
147602,
99900,
4322,Changed Mind
508,Late Delivery
95359,Changed Mind
116187,
10846,Changed Mind
140887,
57371,Late Delivery
24239,Damaged
71191,Late Delivery
143942,Late Delivery
147042,
88355,
91659,Damaged
9009,
77872,
51705,Damaged
3477,Changed Mind
76587,Damaged
84205,
148660,Damaged
39161,Late Delivery
119859,Damaged
126348,
12364,
15005,
35136,Late Delivery
129324,Damaged
107148,
115058,Damaged
4491,Changed Mind
52948,Changed Mind
62878,Wrong Item
46681,Late Delivery
62174,
17970,Changed Mind
110716,
88500,
50060,Wrong Item
103885,
145272,Wrong Item
123628,Wrong Item
1418,Wrong Item
72673,Damaged
143976,Late Delivery
34506,Changed Mind
55060,Damaged
53939,Changed Mind
56998,Damaged
136673,Wrong Item
114444,Damaged
46497,Changed Mind
90233,
279,Damaged
48063,Wrong Item
123026,Wrong Item
50757,Late Delivery
128580,
92575,Wrong Item
40529,Wrong Item
83042,Damaged
34965,Changed Mind
60717,Late Delivery
34095,Damaged
35447,Wrong Item
76352,Damaged
3362,Late Delivery
6693,Changed Mind
124207,Wrong Item
47804,Late Delivery
141656,Changed Mind
78502,Damaged
132462,
60555,Changed Mind
1212,Changed Mind
126326,Late Delivery
121835,Wrong Item
144748,Late Delivery
44067,
63414,Damaged
106189,Late Delivery
148516,Wrong Item
144705,Damaged
21371,Wrong Item
59392,
46386,Late Delivery
128182,Changed Mind
90619,Damaged
89204,
125037,Late Delivery
137168,Wrong Item
52178,Changed Mind
130463,Late Delivery
82478,Late Delivery
90178,Late Delivery
1887,Late Delivery
139857,Damaged
41229,Changed Mind
28072,Damaged
138038,Damaged
55133,Damaged
116534,Changed Mind
50018,Changed Mind
50421,
72852,
20836,Damaged
101149,Changed Mind
52608,Damaged
52850,Wrong Item
66869,
15624,Wrong Item
131646,
107160,Wrong Item
105344,Late Delivery
114719,
120131,Wrong Item
3806,Damaged
81342,Changed Mind
117880,Late Delivery
51299,
38897,Changed Mind
26007,Damaged
133983,Damaged
97099,Damaged
72016,Damaged
114384,
23509,Damaged
31769,Changed Mind
128853,Changed Mind
57619,Damaged
65481,Damaged
58820,
137018,Late Delivery
54623,Changed Mind
125493,Late Delivery
120465,Wrong Item
146339,
22920,Late Delivery
15117,Changed Mind
71884,Damaged
93343,
120926,
85803,Wrong Item
88745,Changed Mind
52431,Damaged
27606,Damaged
14852,
79296,
104283,Late Delivery
121384,Late Delivery
51840,Damaged
90613,Changed Mind
125432,Late Delivery
81419,
32812,
75891,Damaged
105364,Damaged
88563,Changed Mind
99867,Wrong Item
133311,Changed Mind
53980,Late Delivery
6148,Changed Mind
86773,Damaged
6881,Late Delivery
111500,Damaged
56854,Late Delivery
118273,Changed Mind
86912,Damaged
69188,Wrong Item
96039,Damaged
107903,
18576,
12146,Wrong Item
120284,Changed Mind
42306,Late Delivery
78083,Late Delivery
66766,Damaged
37254,Wrong Item
83670,
97590,
62116,Wrong Item
138383,Damaged
96372,Damaged
122751,Damaged
146222,Damaged
147649,Late Delivery
139879,Damaged
139448,Wrong Item
93694,Wrong Item
81670,Changed Mind
11383,
38913,Wrong Item
46049,Wrong Item
65169,Changed Mind
91773,Changed Mind
133864,Wrong Item
57909,Damaged
56365,Changed Mind
137130,Wrong Item
77392,Late Delivery
42145,
